date,state,fips,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200406,AK,2,191,"6,692",,,23,,,,,,4d91929ba83b31e1dda30ca4a3c7d5716d39bfd7,2020-04-06T20:00:00Z,6,23,"6,883","6,883","6,883", -   ,3,593,6,599
20200406,AL,1,"1,968","12,797",,,240,,,,,,2efa35d0a2dc1dac3c6e12ced852169b719f14ea,2020-04-06T20:00:00Z,50,240,"14,765","14,765","14,765",5,9,"1,515",172,"1,687"
20200406,AR,5,875,"11,970",,74,130,,43,22,39,102,4863eb8e424b938c8b4ab5af626936a345a67301,2020-04-06T20:00:00Z,16,130,"12,845","12,845","12,845", -   , -   ,"1,558",45,"1,603"
20200406,AS,60, -   ,20,11,,,,,,,,bf28ea96b58b9680bdcf69a8c2507f107133d6d9,2020-04-06T20:00:00Z, -   ,,31,20,20, -   , -   , -   , -   , -   
20200406,AZ,4,"2,456","30,078",,,325,,112,,,,451ec37455a37982d31a6bf2ff00be290e281327,2020-04-06T20:00:00Z,65,325,"32,534","32,534","32,534",1,15,"4,937",187,"5,124"
20200406,CA,6,"14,336","103,095","15,000","2,509",,"1,085",,,,,003211e59c1546fc081730f881ca621139601c35,2020-04-06T20:00:00Z,343,,"132,431","117,431","117,431",24, -   , -   ,898,898
20200406,CO,8,"4,950","20,823",,,924,,,,,,f5ce941d6e6868fc46fb4531c69ee628b10c7627,2020-04-06T20:00:00Z,140,924,"25,773","25,773","25,773",14,49,"1,488",385,"1,873"
20200406,CT,9,"6,906","19,780",,"1,221",,,,,,,331c624125331bd02f6656dbf3b17f66953734f1,2020-04-06T20:00:00Z,206,,"26,686","26,686","26,686",17, -   ,"2,185","1,231","3,416"
20200406,DC,11,"1,097","6,356",,,,,,,,287,efc1c5bfd8563e9f8cb1bcb65c39a8636e42aee3,2020-04-06T20:00:00Z,24,,"7,453","7,453","7,453",2, -   ,520,99,619
20200406,DE,10,673,"6,321",,101,,,,,,71,cf37ffc02efefef42ffb6e6b5529ba8356c3956f,2020-04-06T20:00:00Z,14,,"6,994","6,994","6,994", -   , -   , -   , -   , -   
20200406,FL,12,"13,324","109,950","1,142",,"1,682",,,,,,b4dbb2348dfa81a79ef605f252915ceeb3f37601,2020-04-06T20:00:00Z,236,"1,682","124,416","123,274","123,274",18,110,"8,697","1,173","9,870"
20200406,GA,13,"7,314","32,698",,,"1,332",,,,,,b300368acb714975bfe43f3defcc2554b3108b1f,2020-04-06T20:00:00Z,229,"1,332","40,012","40,012","40,012",18,49,"11,513",667,"12,180"
20200406,GU,66,113,505,,,31,,2,,,25,58397eca84d44c7ebe64fd4e4dfcc196e2bff3d8,2020-04-06T20:00:00Z,4,31,618,618,618, -   , -   ,12,1,13
20200406,HI,15,371,"13,155",,,21,,6,,,85,db9f4880719074c900ecffea275c5058b1b37074,2020-04-06T20:00:00Z,4,21,"13,526","13,526","13,526", -   ,2,551,20,571
20200406,IA,19,946,"10,653",,99,179,,,,,284,c4c1a020fdf54b6521f263c532a4de89d1879baf,2020-04-06T20:00:00Z,25,179,"11,599","11,599","11,599",3,14,680,78,758
20200406,ID,16,"1,101","9,894",,,77,,16,,,,4e2f37a1fcf63752d912fbe47f4e932a367e3e5a,2020-04-06T20:00:00Z,10,77,"10,995","10,995","10,995", -   ,11,710,24,734
20200406,IL,17,"12,262","50,680",,,,,,,,,78c31ba234d1c85d4b9d41c49ea533da5c855ffe,2020-04-06T20:00:00Z,307,,"62,942","62,942","62,942",33, -   ,"2,953","1,006","3,959"
20200406,IN,18,"4,944","21,247",,,,924,,507,,,5f4916e24243d76f03d2b658cf1f98ac188c64ca,2020-04-06T20:00:00Z,139,,"26,191","26,191","26,191",12, -   ,"3,006",533,"3,539"
20200406,KS,20,845,"8,239",,,198,,,,,,6c72b546a13e3baf08b9c625794792dd4473f1c0,2020-04-06T20:00:00Z,25,198,"9,084","9,084","9,084",3,15,763,98,861
20200406,KY,21,955,"17,812",,,,,,,,,5f0f716526e1c3cc135a7162b6189a78ac324b8d,2020-04-06T20:00:00Z,45,,"18,767","18,767","18,767",5, -   ,"2,066",38,"2,104"
20200406,LA,22,"14,867","54,299",,"1,809",,,,563,,,4bd38d156c865654974a9d30f9ffd48eb5b6ec98,2020-04-06T20:00:00Z,512,,"69,166","69,166","69,166",35, -   ,"6,984","1,857","8,841"
20200406,MA,25,"13,837","62,592",,,"1,241",,,,,,b0360aa8749c9625eb85af7f7e6be0b8f080a836,2020-04-06T20:00:00Z,260,"1,241","76,429","76,429","76,429",29,96,"3,155","1,337","4,492"
20200406,MD,24,"4,045","25,572",,,"1,059",,,,,184,51b860d3b0fe49a368c7ee7cb7ae0695859f0e5e,2020-04-06T20:00:00Z,91,"1,059","29,617","29,617","29,617",24,123,844,436,"1,280"
20200406,ME,23,499,"6,088",,,92,,,,,158,9816f29c109d6d20a0d8cdb7ffbf5641bc7dcbab,2020-04-06T20:00:00Z,10,92,"6,587","6,587","6,587", -   ,6, -   ,29,29
20200406,MI,26,"17,221","30,030",,,,,,,,,d4b1308565860d6f3d88a9c980aab07c59487f18,2020-04-06T20:00:00Z,727,,"47,251","47,251","47,251",110, -   , -   ,"1,503","1,503"
20200406,MN,27,986,"27,142",,115,223,57,90,,,470,f7a8cca1c4f511a0b8c331cd2f42b77b7fb4aaeb,2020-04-06T20:00:00Z,30,223,"28,128","28,128","28,128",1,21,"1,300",51,"1,351"
20200406,MO,29,"2,722","27,113",,439,,,,,,,44876cfa047477bbea2f3887d3c012b5e9eb4d65,2020-04-06T20:00:00Z,39,,"29,835","29,835","29,835",5, -   ,"2,231",355,"2,586"
20200406,MP,69,8,13,10,,,,,,,,10213f297312a3f5d4b85bae5983c6d4dcd6fa21,2020-04-06T20:00:00Z,1,,31,21,21, -   , -   , -   , -   , -   
20200406,MS,28,"1,738","18,632",,,475,,,,,,35f1e3f05db047b513ce0c520a71e84abd8c6c55,2020-04-06T20:00:00Z,51,475,"20,370","20,370","20,370",8, -   ,"13,052",100,"13,152"
20200406,MT,30,299,"6,491",,,24,,,,,,72195fdeabd9bc44e4c62aabc52ba24fe91f47a4,2020-04-06T20:00:00Z,6,24,"6,790","6,790","6,790", -   , -   ,174,13,187
20200406,NC,37,"2,870","37,856",,270,,,,,,,79ed2fe9fc52cdceca198867d2f320bcc46ca495,2020-04-06T20:00:00Z,33,,"40,726","40,726","40,726",2, -   ,396,285,681
20200406,ND,38,225,"6,988",,19,32,,,,,74,422a526ac91fe712af0eaa412a73536e980ac1a3,2020-04-06T20:00:00Z,3,32,"7,213","7,213","7,213", -   ,1,408,18,426
20200406,NE,31,409,"6,378",8,,,,,,,,42cd4bf96826173bb3a5a6a5ca9df14cfde85a82,2020-04-06T20:00:00Z,8,,"6,795","6,787","6,787", -   , -   ,820,46,866
20200406,NH,33,669,"7,701",101,,92,,,,,147,70a71d29747afd73ec66cdfd0621fb6a958076cf,2020-04-06T20:00:00Z,9,92,"8,471","8,370","8,370", -   ,6,290,48,338
20200406,NJ,34,"41,090","47,942",,"4,000",,,,"1,263",,,422477bc5b053c0cc17ae12a03dd9024eb0eba20,2020-04-06T20:00:00Z,"1,003",,"89,032","89,032","89,032",86, -   ,"3,281","3,585","6,866"
20200406,NM,35,624,"18,512",,45,,,,18,,130,824b4f01e29d57652140bde152e631fd06ec36c4,2020-04-06T20:00:00Z,12,,"19,136","19,136","19,136",1, -   ,"2,227",81,"2,308"
20200406,NV,32,"1,953","15,676",,,,,,,,,410ad8bd25fa26f8111b556ef20deba6ba990442,2020-04-06T20:00:00Z,46,,"17,629","17,629","17,629", -   , -   ,681,117,798
20200406,NY,36,"130,689","190,122",,"16,837","30,203","4,504",,,,"13,366",2f8e8d32b6402d0d288a4d4db9946c5667b67f39,2020-04-06T20:00:00Z,"4,758","30,203","320,811","320,811","320,811",599,"2,111","9,873","8,658","18,531"
20200406,OH,39,"4,450","43,928",,,"1,214",,371,,,,379af1a5febc51ed345a6c4af033b8ed1030f0f0,2020-04-06T20:00:00Z,142,"1,214","48,378","48,378","48,378",23,110,"4,215",407,"4,622"
20200406,OK,40,"1,327","1,422",,,340,,,,,,0f484890c0ff81d1a9f71fbe394ff77940cec1d7,2020-04-06T20:00:00Z,51,340,"2,749","2,749","2,749",5,10,21,75,96
20200406,OR,41,"1,068","19,556",,,258,,,,40,,b5c3512488b9d2e86836f5c3518b9aa5793dc3be,2020-04-06T20:00:00Z,27,258,"20,624","20,624","20,624",1,19,"1,630",69,"1,699"
20200406,PA,42,"12,980","70,874",,,"1,613",,,533,,,412523df4f6986357ea45d602645c74c376b0158,2020-04-06T20:00:00Z,162,"1,613","83,854","83,854","83,854",12,541,"4,613","1,470","6,083"
20200406,PR,72,513,"3,432","1,000",,,,,,,,4042cfb220e0d43e1dd965301a4b6d4e1a4f3f6c,2020-04-06T20:00:00Z,21,,"4,945","3,945","3,945",1, -   ,359,38,397
20200406,RI,44,"1,082","7,399",,109,,37,,26,,35,a993fa3bfcd36b6447689c11581adcac70279d6e,2020-04-06T20:00:00Z,27,,"8,481","8,481","8,481",2, -   ,218,160,378
20200406,SC,45,"2,049","16,927",,,241,,,,,,5fa94b2c78458efcbbcb8feb369f34826b4b2d30,2020-04-06T20:00:00Z,44,241,"18,976","18,976","18,976", -   , -   , -   , -   , -   
20200406,SD,46,288,"5,732", -   ,,23,,,,,91,9a0ab68c444290d9b4b67c8b517b1116526f1b39,2020-04-06T20:00:00Z,4,23,"6,020","6,020","6,020",2,1,379,48,427
20200406,TN,47,"3,802","43,548",,,352,,,,,356,6e99f97799daa32dfee6ab07755e268c0c2784aa,2020-04-06T20:00:00Z,65,352,"47,350","47,350","47,350",21,24,"1,881",169,"2,050"
20200406,TX,48,"7,276","78,081",,,"1,153",,,,,38,0361e80c837ec9aa3f766da61534e0177d18b69a,2020-04-06T20:00:00Z,140,"1,153","85,357","85,357","85,357",13,326,"13,955",464,"14,419"
20200406,UT,49,"1,675","31,719",,,138,,,,,,a79f311e74664a5be49283b57cb86101e98e4f8c,2020-04-06T20:00:00Z,13,138,"33,394","33,394","33,394",5,14,"2,432",70,"2,502"
20200406,VA,51,"2,878","21,643",,,497,,145,,108,,c3515340a90eccc1b0b717381a669c8881457106,2020-04-06T20:00:00Z,54,497,"24,521","24,521","24,521",3,66,609,241,850
20200406,VI,78,43,222,20,,,,,,,36,9bd028c77055b8af275bac0ad96aef87f45c18fd,2020-04-06T20:00:00Z,1,,285,265,265, -   , -   ,16,1,17
20200406,VT,50,543,"6,090",,28,45,,,,,15,65d25548f9cbaafc3f6e01dfcc9f8ff6993848ca,2020-04-06T20:00:00Z,23,45,"6,633","6,633","6,633",1, -   ,20,31,51
20200406,WA,53,"7,984","83,391",,,,,,,,,d5ee27fe57e81048fbb8c53196eccafecf4e74bf,2020-04-06T20:00:00Z,338,,"91,375","91,375","91,375",28, -   ,"3,064",393,"3,457"
20200406,WI,55,"2,440","26,574",,,668,,186,,,,7cd8b0660ae9551ba4a980f38fbd73aee870b871,2020-04-06T20:00:00Z,77,668,"29,014","29,014","29,014",9,44,"1,405",173,"1,578"
20200406,WV,54,345,"9,595",,,,,,,,,f1298e935f9de41c83650aacb51c751c9be96333,2020-04-06T20:00:00Z,4,,"9,940","9,940","9,940",1, -   ,"1,081",21,"1,102"
20200406,WY,56,210,"3,719",,,23,,,,,52,1a81a6ed6b83de32c30c32bfb094f26c70e62fd3,2020-04-06T20:00:00Z, -   ,23,"3,929","3,929","3,929", -   , -   ,679,13,692
20200405,AK,2,185,"6,099",,,20,,,,,,661d7b0f627847a2dceb5d70d4e9260965031cc2,2020-04-05T20:00:00Z,6,20,"6,284","6,284","6,284",1,4,230,14,244
20200405,AL,1,"1,796","11,282",,,231,,,,,,3f2c1f28926eeadf623d04aeb3716d29c5394d3c,2020-04-05T20:00:00Z,45,231,"13,078","13,078","13,078",2,19,"2,009",216,"2,225"
20200405,AR,5,830,"10,412",,67,130,,43,27,39,97,3796ddde6259ef7ec36ee05d5793202c57b91aba,2020-04-05T20:00:00Z,16,130,"11,242","11,242","11,242",2,130,785,87,872
20200405,AS,60, -   ,20,6,,,,,,,,10c63821a9227a401ec400c530ba3d1cfa95fe1f,2020-04-05T20:00:00Z, -   ,,26,20,20, -   , -   , -   , -   , -   
20200405,AZ,4,"2,269","25,141",,,310,,108,,,,a706720cd8807eb275a1c60f65cb7fe93b622365,2020-04-05T20:00:00Z,64,310,"27,410","27,410","27,410",12,13, -   ,250,250
20200405,CA,6,"13,438","103,095","15,000","2,398",,"1,040",,,,,b16da92c388833be7769869d9eaf221dabbd9b20,2020-04-05T20:00:00Z,319,,"131,533","116,533","116,533",43, -   ,"1,421","1,412","2,833"
20200405,CO,8,"4,565","19,335",,,875,,,,,,fcc0e0c27878a3bcebc317c1b7a832e38964ff16,2020-04-05T20:00:00Z,126,875,"23,900","23,900","23,900",15,52,"1,437",392,"1,829"
20200405,CT,9,"5,675","17,595",,"1,142",,,,,,,1e92cd4c9468e9740d884cae46aa7fa1d8ad63e8,2020-04-05T20:00:00Z,189,,"23,270","23,270","23,270",24, -   ,842,399,"1,241"
20200405,DC,11,998,"5,836",,,,,,,,258,492481c558e3cbdafc4289535e3c9f10603f6f0a,2020-04-05T20:00:00Z,22,,"6,834","6,834","6,834",1, -   ,300,96,396
20200405,DE,10,673,"6,321",,101,,,,,,71,4cfd22e6ea296fbca4f9ce0ea79a4b1b69a56eef,2020-04-05T20:00:00Z,14,,"6,994","6,994","6,994", -   , -   ,447,80,527
20200405,FL,12,"12,151","101,253","1,129",,"1,572",,,,,,a93e5474b39c59e992996dd7ffc9f886446156c1,2020-04-05T20:00:00Z,218,"1,572","114,533","113,404","113,404",27,110,"10,297","1,040","11,337"
20200405,GA,13,"6,647","21,185",,,"1,283",,,,,,d574a55e0cbdbd204007cc62e7d7da3ff1222c38,2020-04-05T20:00:00Z,211,"1,283","27,832","27,832","27,832",10,44,"1,051",487,"1,538"
20200405,GU,66,112,493,,,31,,2,,,23,4447d3835bcee7be41ca94379c5f3ac7d2c739e2,2020-04-05T20:00:00Z,4,31,605,605,605, -   , -   ,21,19,40
20200405,HI,15,351,"12,604",,,19,,6,,,82,77397e6e6161c484fd9fd351a7a97f2504e3ef04,2020-04-05T20:00:00Z,4,19,"12,955","12,955","12,955",1,1,645,32,677
20200405,IA,19,868,"9,973",,91,165,,,,,188,ddab7f4fb076f0753905ad90cf58ce0af0c83e02,2020-04-05T20:00:00Z,22,165,"10,841","10,841","10,841",8,12,519,82,601
20200405,ID,16,"1,077","9,184",,,66,,11,,,,181bae20b5e5d41e5e68a4ac2fbbec0ead002f93,2020-04-05T20:00:00Z,10,66,"10,261","10,261","10,261", -   ,4,"1,327",64,"1,391"
20200405,IL,17,"11,256","47,727",,,,,,,,,d76333be7d0f922df9b8b422717d922c15da272f,2020-04-05T20:00:00Z,274,,"58,983","58,983","58,983",31, -   ,"4,503",899,"5,402"
20200405,IN,18,"4,411","18,241",,,,,,,,,f93680f2440d0a80612808fcc143041ba9cb2558,2020-04-05T20:00:00Z,127,,"22,652","22,652","22,652",11, -   ,"2,394",458,"2,852"
20200405,KS,20,747,"7,476",,,183,,,,,,dae86135f02c394b72b0ae420bb652e62b1475ff,2020-04-05T20:00:00Z,22,183,"8,223","8,223","8,223",1,11,596,49,645
20200405,KY,21,917,"15,746",,,,,,,,,b04b342a420aa4f3ebcda1e367731dcabb035fe9,2020-04-05T20:00:00Z,40,,"16,663","16,663","16,663",3, -   ,"1,005",86,"1,091"
20200405,LA,22,"13,010","47,315",,"1,803",,,,561,,,54b0aaaa06fce89fecccf2fd6ce9501b9190d7b5,2020-04-05T20:00:00Z,477,,"60,325","60,325","60,325",68, -   ,"1,313",514,"1,827"
20200405,MA,25,"12,500","59,437",,,"1,145",,,,,,d25b1917417ab57d0ef9e85c85c1a5cca2cc7e36,2020-04-05T20:00:00Z,231,"1,145","71,937","71,937","71,937",15,77,"2,373",764,"3,137"
20200405,MD,24,"3,609","24,728",,,936,,,,,159,cac549d0b74daccf3ab34404fc5dd3812b44bbff,2020-04-05T20:00:00Z,67,936,"28,337","28,337","28,337",14,115,"2,243",484,"2,727"
20200405,ME,23,470,"6,088",,,86,,,,,156,251d971acb2a0763de6451631e1f79284d54e187,2020-04-05T20:00:00Z,10,86,"6,558","6,558","6,558", -   ,3, -   ,14,14
20200405,MI,26,"15,718","30,030",,,,,,,,,f6a4d71ca2c195d3a7577e9a108597c378a88d53,2020-04-05T20:00:00Z,617,,"45,748","45,748","45,748",77, -   ,"18,137","1,493","19,630"
20200405,MN,27,935,"25,842",,106,202,48,77,,,451,c7075ad182d0178bcc22aab78d7cd3495cca7d7d,2020-04-05T20:00:00Z,29,202,"26,777","26,777","26,777",5,22,"1,284",70,"1,354"
20200405,MO,29,"2,367","24,882",,424,,,,,,,434ac4b9d0cbd2143af60703aa3aedc944b8ed77,2020-04-05T20:00:00Z,34,,"27,249","27,249","27,249",10, -   ,"2,268",76,"2,344"
20200405,MP,69,8,13,10,,,,,,,,2dfb8a2e3962fb5328cb829dac324abbea5ea5c2,2020-04-05T20:00:00Z,1,,31,21,21, -   , -   , -   , -   , -   
20200405,MS,28,"1,638","5,580",,,475,,,,,,7e075b052224457cec693d4aa2f7c8c5b76962d3,2020-04-05T20:00:00Z,43,475,"7,218","7,218","7,218",8,39,447,183,630
20200405,MT,30,286,"6,317",,,24,,,,,,df75d2ad9e7baae0b40fddec219b81def7584a74,2020-04-05T20:00:00Z,6,24,"6,603","6,603","6,603",1, -   ,405,21,426
20200405,NC,37,"2,585","37,460",,261,,,,,,,4d5b54fff38c79c5d34358a4fc1ecd201692b759,2020-04-05T20:00:00Z,31,,"40,045","40,045","40,045",7, -   ,"1,089",183,"1,272"
20200405,ND,38,207,"6,580",,20,31,,,,,63,6a4b61d1260f55fee4335342942c41cf34e82bab,2020-04-05T20:00:00Z,3,31,"6,787","6,787","6,787", -   ,1,559,21,580
20200405,NE,31,363,"5,558",12,,,,,,,,6249d274e5c51fbff387c37b8d9ef435910c9a47,2020-04-05T20:00:00Z,8,,"5,933","5,921","5,921",2, -   ,500,42,542
20200405,NH,33,621,"7,411",93,,86,,,,,146,d5c04e13103086262e57257b6f168cab23603a0b,2020-04-05T20:00:00Z,9,86,"8,125","8,032","8,032",2,6,446,81,527
20200405,NJ,34,"37,505","44,661",,,,,,,,,c470de49445362b0bb28cf0290d270d2969e49bf,2020-04-05T20:00:00Z,917,,"82,166","82,166","82,166",71, -   ,"3,429","3,381","6,810"
20200405,NM,35,543,"16,285",,37,,,,18,,54,63f30ca9eb0ba350762c320c91a6b9c3ee657611,2020-04-05T20:00:00Z,11,,"16,828","16,828","16,828",1, -   ,"1,148",48,"1,196"
20200405,NV,32,"1,836","14,995",,,,,,,,,eed461ec57cf1fb0231459c7950a45d60e402fc7,2020-04-05T20:00:00Z,46,,"16,831","16,831","16,831", -   , -   ,574,94,668
20200405,NY,36,"122,031","180,249",,"16,479","28,092","4,376",,,,"12,187",58a99b83c7368e224acff5ea100e3692a0b8fa75,2020-04-05T20:00:00Z,"4,159","28,092","302,280","302,280","302,280",594,"1,709","10,332","8,327","18,659"
20200405,OH,39,"4,043","39,713",,,"1,104",,346,,,,e5ae03b405f85f1d28b2ebb497d115720b0a273c,2020-04-05T20:00:00Z,119,"1,104","43,756","43,756","43,756",17,98,"1,581",304,"1,885"
20200405,OK,40,"1,252","1,401",,,330,,,,,,6533cee27cd3fff7678c17b003d7f79151d505c6,2020-04-05T20:00:00Z,46,330,"2,653","2,653","2,653",4,14,39,93,132
20200405,OR,41,999,"17,926",,,239,,,,40,,ecb16bafd0099d524e37fdf1d1a7936bdd699d31,2020-04-05T20:00:00Z,26,239,"18,925","18,925","18,925",4,35,"1,391",100,"1,491"
20200405,PA,42,"11,510","66,261",,,"1,072",,,,,,37345694c2105b11def51fd454c4a6757b9e3189,2020-04-05T20:00:00Z,150,"1,072","77,771","77,771","77,771",14,68,"6,248","1,493","7,741"
20200405,PR,72,475,"3,073","1,039",,,,,,,,1573ba924ae71c4ae8290b22456399487d9a034b,2020-04-05T20:00:00Z,20,,"4,587","3,548","3,548",2, -   ,"1,008",23,"1,031"
20200405,RI,44,922,"7,181",,103,,33,,6,6,35,ca3d51fbf6c0fe5c93688b1c7624ce330bebfd6b,2020-04-05T20:00:00Z,25,,"8,103","8,103","8,103",8, -   ,"1,597",116,"1,713"
20200405,SC,45,"2,049","16,927",,,241,,,,,,ccdff6113258b5f27c5731a18b0b0b1a1839e358,2020-04-05T20:00:00Z,44,241,"18,976","18,976","18,976",4, -   ,530,132,662
20200405,SD,46,240,"5,353",,,22,,,,,84,95a0098886125c0b34f0de459993844962e75bd4,2020-04-05T20:00:00Z,2,22,"5,593","5,593","5,593", -   ,3,341,28,369
20200405,TN,47,"3,633","41,667",,,328,,,,,295,5a155ea45dcb7ba75630d696556e3c0ed525d402,2020-04-05T20:00:00Z,44,328,"45,300","45,300","45,300",1,17,"3,597",312,"3,909"
20200405,TX,48,"6,812","64,126",,,827,,,,,38,10e1ad334b25a2430d6182ed1869f89b72eab808,2020-04-05T20:00:00Z,127,827,"70,938","70,938","70,938",22,631,"6,485",702,"7,187"
20200405,UT,49,"1,605","29,287",,,124,,,,,,83dbc778efc9acf771c3b3a3c24fdb95eccd9723,2020-04-05T20:00:00Z,8,124,"30,892","30,892","30,892", -   ,7,"2,672",177,"2,849"
20200405,VA,51,"2,637","21,034",,,431,,145,,108,,43347a01365145c45a8187e871977110df8e3d22,2020-04-05T20:00:00Z,51,431,"23,671","23,671","23,671",-1,41,"1,889",230,"2,119"
20200405,VI,78,42,206,18,,,,,,,34,f7efcce917045a165880162c7ec816f33b5f318f,2020-04-05T20:00:00Z,1,,266,248,248,1, -   ,22,2,24
20200405,VT,50,512,"6,070",,29,45,,,,,15,e3035a258b92b434b2fe2e996f2935e60f287645,2020-04-05T20:00:00Z,22,45,"6,582","6,582","6,582",2, -   ,687,51,738
20200405,WA,53,"7,591","80,327",,,,,,,,,96c1527768663458266e08a72c2f14cca2772829,2020-04-05T20:00:00Z,310,,"87,918","87,918","87,918",26, -   ,"4,694",625,"5,319"
20200405,WI,55,"2,267","25,169",,,624,,175,,,,e9ae6b075ad9a1a7866f76c9aeddda94fa67311d,2020-04-05T20:00:00Z,68,624,"27,436","27,436","27,436",12,36,"1,310",155,"1,465"
20200405,WV,54,324,"8,514",,,,,,,,,7c658b660d0796f3403a84ab40c4f1fcb02d9eed,2020-04-05T20:00:00Z,3,,"8,838","8,838","8,838",1, -   ,"1,110",42,"1,152"
20200405,WY,56,197,"3,040",,,23,,,,,50,521559b492dc45d4a16042c5a00a0be69fb8f96d,2020-04-05T20:00:00Z, -   ,23,"3,237","3,237","3,237", -   , -   ,95,10,105
20200404,AK,2,171,"5,869",,,16,,,,,,10a0cf7d2d88dce27674dda730950a2661caa4b0,2020-04-04T20:00:00Z,5,16,"6,040","6,040","6,040",2,1,10,14,24
20200404,AL,1,"1,580","9,273",,,212,,,,,,963802ea3a71c8b5d74fec7b17f1fb98e9547168,2020-04-04T20:00:00Z,43,212,"10,853","10,853","10,853",8,212,"1,086",148,"1,234"
20200404,AR,5,743,"9,627",,72,,,,23,,79,b8737741e743a45a91088157640ca1a0b49adc9d,2020-04-04T20:00:00Z,14,,"10,370","10,370","10,370",2, -   ,632,39,671
20200404,AS,60,,20,6,,,,,,,,a7a8c57370e5f59f49e7b95394059c629156c29d,2020-04-04T20:00:00Z, -   ,,26,20,20, -   , -   , -   , -   , -   
20200404,AZ,4,"2,019","25,141",,,297,,104,,,,cfb482b3a35b4fc17924cec3a44f93a4ca0644ad,2020-04-04T20:00:00Z,52,297,"27,160","27,160","27,160",11,48,"2,237",250,"2,487"
20200404,CA,6,"12,026","101,674","13,000","2,300",,"1,008",,,,,4a3edf69851dfa895e0e69e83fb57f41cd4c4a9f,2020-04-04T20:00:00Z,276,,"126,700","113,700","113,700",39, -   ,"77,075","1,325","78,400"
20200404,CO,8,"4,173","17,898",,,823,,,,,,fec6c4719378ffbd6e56985a135056601a3d0579,2020-04-04T20:00:00Z,111,823,"22,071","22,071","22,071",14,113,"1,215",445,"1,660"
20200404,CT,9,"5,276","16,753",,"1,033",,,,,,,6d7626dbd793cd794dc73f07b50278a1e51d9890,2020-04-04T20:00:00Z,165,,"22,029","22,029","22,029",34, -   ,"1,652",362,"2,014"
20200404,DC,11,902,"5,536",,,,,,,,235,afaf508bebd20ff5f9dd84d3011a087369a8c2b7,2020-04-04T20:00:00Z,21,,"6,438","6,438","6,438",6, -   ,709,145,854
20200404,DE,10,593,"5,874",,95,,,,,,71,cc40395c305b43fd73a2e32bd1110b86b47e826b,2020-04-04T20:00:00Z,14,,"6,467","6,467","6,467", -   , -   ,879,143,"1,022"
20200404,FL,12,"11,111","90,956","1,281",,"1,462",,,,,,1f993ebcc7b85b2f8281d911efc5e3c78dda42e8,2020-04-04T20:00:00Z,191,"1,462","103,348","102,067","102,067",28,175,"8,819","1,526","10,345"
20200404,GA,13,"6,160","20,134",,,"1,239",,,,,,18b3449ec335447f642a8016122da3ebf65fd362,2020-04-04T20:00:00Z,201,"1,239","26,294","26,294","26,294",17,81,700,329,"1,029"
20200404,GU,66,93,472,,,31,,2,,,20,da3b8b4fb5871e6786326e06185f60c67abf1864,2020-04-04T20:00:00Z,4,31,565,565,565, -   , -   ,13,9,22
20200404,HI,15,319,"11,959",,,18,,6,,,78,85b971fb96772bd9d5372009c96c64990057f4d5,2020-04-04T20:00:00Z,3,18,"12,278","12,278","12,278",1,3,"1,753",34,"1,787"
20200404,IA,19,786,"9,454",,85,153,,,,,188,c2f4cc268e2b747cc59744241bf64e46a2935131,2020-04-04T20:00:00Z,14,153,"10,240","10,240","10,240",3,15,700,87,787
20200404,ID,16,"1,013","7,857",,,62,,8,,,,ca14157f2fde1aec45469a4435b5ecac0c291f64,2020-04-04T20:00:00Z,10,62,"8,870","8,870","8,870",1,6,803,122,925
20200404,IL,17,"10,357","43,224",,,,,,,,,3d772552de2938982868c2c2796802165dc593e4,2020-04-04T20:00:00Z,243,,"53,581","53,581","53,581",33, -   ,"4,080","1,453","5,533"
20200404,IN,18,"3,953","15,847",,,,,,,,,23917dae4d93280471686b45f6bc5b09a7c99781,2020-04-04T20:00:00Z,116,,"19,800","19,800","19,800",14, -   ,"1,449",516,"1,965"
20200404,KS,20,698,"6,880",,,172,,,,,,1bd06ebda4fa4c851c7f1b7653fd751cdcbefeda,2020-04-04T20:00:00Z,21,172,"7,578","7,578","7,578",4,21,426,78,504
20200404,KY,21,831,"14,741",,,,,,,,,7303bebeca09a7039fc2cc1818e6edc0d80d62ed,2020-04-04T20:00:00Z,37,,"15,572","15,572","15,572",6, -   ,"2,707",61,"2,768"
20200404,LA,22,"12,496","46,002",,"1,726",,,,571,,,006a93457fa79372c9c83099dfe37f9b61ab0762,2020-04-04T20:00:00Z,409,,"58,498","58,498","58,498",39, -   ,"2,654","2,199","4,853"
20200404,MA,25,"11,736","57,064",,,"1,068",,,,,,9a85464df1b687aed82070c167ec82e4e12d66cc,2020-04-04T20:00:00Z,216,"1,068","68,800","68,800","68,800",24,102,"4,504","1,334","5,838"
20200404,MD,24,"3,125","22,485",,,821,,,,,159,3e558ddd96779d7dcb9e3081fabf4cbf5ab62a55,2020-04-04T20:00:00Z,53,821,"25,610","25,610","25,610",11,157,"1,553",367,"1,920"
